txt,vertices,boundBox,slopes,font,word_len,direction,center_point,Label,img_path,idx,type
"""","[(303, 190), (302, 206), (269, 204), (270, 188)]","{'Width': 34, 'Height': 18, 'Left': 269, 'Top': 188}","(16.0, -0.061, 16.0, -0.061)",33.06055051,16.03121954,vertical,"(286.0, 197.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,934,train
A,"[(220, 347), (220, 383), (186, 383), (186, 347)]","{'Width': 34, 'Height': 36, 'Left': 186, 'Top': 347}","(1000.0, 0.0, 1000.0, -0.0)",34.0,36.0,vertical,"(203.0, 365.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,997,train
CONVERSATIONS,"[(1375, 626), (1386, 716), (1377, 717), (1366, 627)]","{'Width': 20, 'Height': 91, 'Left': 1366, 'Top': 626}","(-8.182, 0.111, -8.182, 0.111)",9.055385138,90.66973034,vertical,"(1376.0, 671.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,133,train
OF,"[(3711, 800), (3736, 802), (3735, 814), (3710, 812)]","{'Width': 26, 'Height': 14, 'Left': 3710, 'Top': 800}","(-0.08, 12.0, -0.08, 12.0)",12.04159458,25.07987241,horizontal,"(3723.0, 807.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1397,train
Going,"[(373, 845), (373, 884), (358, 884), (358, 845)]","{'Width': 15, 'Height': 39, 'Left': 358, 'Top': 845}","(1000.0, 0.0, 1000.0, -0.0)",15.0,39.0,vertical,"(365.5, 864.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,25,train
CADA,"[(486, 91), (522, 161), (495, 175), (459, 105)]","{'Width': 63, 'Height': 84, 'Left': 459, 'Top': 91}","(-1.944, 0.519, -1.944, 0.519)",30.41381265,78.71467462,vertical,"(490.5, 133.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,738,train
NEW,"[(1726, 1173), (1761, 1173), (1761, 1185), (1726, 1185)]","{'Width': 35, 'Height': 12, 'Left': 1726, 'Top': 1173}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,35.0,horizontal,"(1743.5, 1179.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1185,train
GRASPING,"[(167, 37), (169, 136), (146, 136), (144, 37)]","{'Width': 25, 'Height': 99, 'Left': 144, 'Top': 37}","(-49.5, 0.0, -49.5, -0.0)",23.0,99.02019996,vertical,"(156.5, 86.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,549,train
Pocket,"[(729, 538), (729, 583), (714, 583), (714, 538)]","{'Width': 15, 'Height': 45, 'Left': 714, 'Top': 538}","(1000.0, 0.0, 1000.0, -0.0)",15.0,45.0,vertical,"(721.5, 560.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1057,train
RAN,"[(2395, 1236), (2432, 1237), (2432, 1249), (2395, 1248)]","{'Width': 37, 'Height': 13, 'Left': 2395, 'Top': 1236}","(-0.027, 1000.0, -0.027, 1000.0)",12.0,37.01351105,horizontal,"(2413.5, 1242.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1265,train
ley,"[(716, 341), (717, 372), (690, 373), (689, 342)]","{'Width': 28, 'Height': 32, 'Left': 689, 'Top': 341}","(-31.0, 0.037, -31.0, 0.037)",27.01851217,31.01612484,vertical,"(703.0, 357.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,52,train
Mealer,"[(198, 122), (197, 156), (187, 156), (188, 122)]","{'Width': 11, 'Height': 34, 'Left': 187, 'Top': 122}","(34.0, 0.0, 34.0, -0.0)",10.0,34.0147027,vertical,"(192.5, 139.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,819,train
MAA,"[(462, 1213), (501, 1214), (501, 1225), (462, 1224)]","{'Width': 39, 'Height': 12, 'Left': 462, 'Top': 1213}","(-0.026, 1000.0, -0.026, 1000.0)",11.0,39.01281841,horizontal,"(481.5, 1219.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1023,train
NOUTH,"[(950, 424), (954, 460), (943, 461), (939, 425)]","{'Width': 15, 'Height': 37, 'Left': 939, 'Top': 424}","(-9.0, 0.091, -9.0, 0.091)",11.04536102,36.22154055,vertical,"(946.5, 442.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,353,train
NO,"[(1224, 857), (1224, 896), (1201, 896), (1201, 857)]","{'Width': 23, 'Height': 39, 'Left': 1201, 'Top': 857}","(1000.0, 0.0, 1000.0, -0.0)",23.0,39.0,vertical,"(1212.5, 876.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,98,train
GIV,"[(242, 317), (244, 384), (215, 385), (213, 318)]","{'Width': 31, 'Height': 68, 'Left': 213, 'Top': 317}","(-33.5, 0.034, -33.5, 0.034)",29.01723626,67.0298441,vertical,"(228.5, 351.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,584,train
BRAIN,"[(945, 704), (944, 747), (920, 747), (921, 704)]","{'Width': 25, 'Height': 43, 'Left': 920, 'Top': 704}","(43.0, 0.0, 43.0, -0.0)",24.0,43.01162634,vertical,"(932.5, 725.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,205,train
NOUTH,"[(950, 424), (954, 460), (943, 461), (939, 425)]","{'Width': 15, 'Height': 37, 'Left': 939, 'Top': 424}","(-9.0, 0.091, -9.0, 0.091)",11.04536102,36.22154055,vertical,"(946.5, 442.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,353,train
CHALLENGES,"[(2163, 864), (2162, 964), (2141, 964), (2142, 864)]","{'Width': 22, 'Height': 100, 'Left': 2141, 'Top': 864}","(100.0, 0.0, 100.0, -0.0)",21.0,100.0049999,vertical,"(2152.0, 914.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1246,train
808.3,"[(706, 1177), (767, 1180), (766, 1201), (705, 1198)]","{'Width': 62, 'Height': 24, 'Left': 705, 'Top': 1177}","(-0.049, 21.0, -0.049, 21.0)",21.02379604,61.07372594,horizontal,"(736.0, 1189.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1054,train
VID,"[(1239, 423), (1242, 452), (1232, 453), (1229, 424)]","{'Width': 13, 'Height': 30, 'Left': 1229, 'Top': 423}","(-9.667, 0.1, -9.667, 0.1)",10.04987562,29.15475947,vertical,"(1235.5, 438.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,100,train
THE,"[(771, 680), (771, 753), (740, 753), (740, 680)]","{'Width': 31, 'Height': 73, 'Left': 740, 'Top': 680}","(1000.0, 0.0, 1000.0, -0.0)",31.0,73.0,vertical,"(755.5, 716.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1069,train
MARION,"[(702, 510), (705, 549), (696, 550), (693, 511)]","{'Width': 12, 'Height': 40, 'Left': 693, 'Top': 510}","(-13.0, 0.111, -13.0, 0.111)",9.055385138,39.11521443,vertical,"(699.0, 530.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,326,train
ILLUMINATED,"[(2953, 287), (2934, 575), (2902, 573), (2921, 285)]","{'Width': 51, 'Height': 290, 'Left': 2902, 'Top': 285}","(15.158, -0.062, 15.158, -0.062)",32.06243908,288.6260556,vertical,"(2927.5, 430.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1323,train
12,"[(434, 583), (435, 609), (412, 610), (411, 584)]","{'Width': 24, 'Height': 27, 'Left': 411, 'Top': 583}","(-26.0, 0.043, -26.0, 0.043)",23.02172887,26.01922366,vertical,"(423.0, 596.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,461,train
Cinci,"[(1334, 676), (1338, 707), (1325, 708), (1321, 678)]","{'Width': 17, 'Height': 32, 'Left': 1321, 'Top': 676}","(-7.75, 0.077, -7.5, 0.154)",13.09567562,30.76124556,vertical,"(1329.5, 692.25)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,123,train
45,"[(1567, 361), (1567, 446), (1516, 446), (1516, 361)]","{'Width': 51, 'Height': 85, 'Left': 1516, 'Top': 361}","(1000.0, 0.0, 1000.0, -0.0)",51.0,85.0,vertical,"(1541.5, 403.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1167,train
PARKLAND,"[(372, 254), (409, 333), (386, 343), (349, 265)]","{'Width': 60, 'Height': 89, 'Left': 349, 'Top': 254}","(-2.135, 0.435, -2.108, 0.478)",25.28748499,86.78303662,vertical,"(379.0, 298.75)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,728,train
John,"[(633, 54), (633, 88), (620, 88), (620, 54)]","{'Width': 13, 'Height': 34, 'Left': 620, 'Top': 54}","(1000.0, 0.0, 1000.0, -0.0)",13.0,34.0,vertical,"(626.5, 71.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,895,train
STATES,"[(295, 512), (298, 575), (279, 576), (275, 513)]","{'Width': 23, 'Height': 64, 'Left': 275, 'Top': 512}","(-21.0, 0.053, -15.75, 0.05)",19.52564099,63.09912227,vertical,"(286.75, 544.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,448,train
Public,"[(1643, 487), (1641, 611), (1600, 610), (1602, 486)]","{'Width': 43, 'Height': 125, 'Left': 1600, 'Top': 486}","(62.0, -0.024, 62.0, -0.024)",41.01219331,124.016128,vertical,"(1621.5, 548.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1176,train
WORLD'S,"[(883, 426), (885, 503), (867, 503), (865, 427)]","{'Width': 20, 'Height': 77, 'Left': 865, 'Top': 426}","(-38.5, 0.0, -38.0, 0.056)",18.01387819,76.52614044,vertical,"(875.0, 464.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,64,train
2,"[(526, 60), (527, 110), (488, 111), (487, 61)]","{'Width': 40, 'Height': 51, 'Left': 487, 'Top': 60}","(-50.0, 0.026, -50.0, 0.026)",39.01281841,50.009999,vertical,"(507.0, 85.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,641,train
Son,"[(3962, 228), (4030, 228), (4030, 294), (3962, 294)]","{'Width': 68, 'Height': 66, 'Left': 3962, 'Top': 228}","(-0.0, 1000.0, 0.0, 1000.0)",66.0,68.0,horizontal,"(3996.0, 261.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1417,train
WORD,"[(446, 181), (459, 207), (444, 215), (431, 189)]","{'Width': 28, 'Height': 34, 'Left': 431, 'Top': 181}","(-2.0, 0.533, -2.0, 0.533)",17.0,29.06888371,vertical,"(445.0, 198.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,736,train
broken,"[(277, 111), (276, 200), (254, 200), (255, 111)]","{'Width': 23, 'Height': 89, 'Left': 254, 'Top': 111}","(89.0, 0.0, 89.0, -0.0)",22.0,89.0056178,vertical,"(265.5, 155.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,555,train
THE,"[(275, 315), (275, 339), (263, 339), (263, 315)]","{'Width': 12, 'Height': 24, 'Left': 263, 'Top': 315}","(1000.0, 0.0, 1000.0, -0.0)",12.0,24.0,vertical,"(269.0, 327.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,835,train
FSG,"[(333, 474), (359, 477), (357, 488), (332, 485)]","{'Width': 27, 'Height': 14, 'Left': 332, 'Top': 474}","(-0.115, 5.5, -0.12, 11.0)",11.11285045,25.67593064,horizontal,"(345.25, 481.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,626,train
Great,"[(1271, 1116), (1271, 1162), (1260, 1162), (1260, 1116)]","{'Width': 11, 'Height': 46, 'Left': 1260, 'Top': 1116}","(1000.0, 0.0, 1000.0, -0.0)",11.0,46.0,vertical,"(1265.5, 1139.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1124,train
per,"[(3485, 468), (3505, 467), (3506, 480), (3486, 481)]","{'Width': 21, 'Height': 14, 'Left': 3485, 'Top': 467}","(0.05, -13.0, 0.05, -13.0)",13.03840481,20.02498439,horizontal,"(3495.5, 474.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1367,train
you,"[(3412, 532), (3427, 532), (3427, 550), (3412, 550)]","{'Width': 15, 'Height': 18, 'Left': 3412, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",18.0,15.0,horizontal,"(3419.5, 541.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1354,train
Mart,"[(878, 415), (882, 444), (867, 446), (863, 417)]","{'Width': 19, 'Height': 31, 'Left': 863, 'Top': 415}","(-7.25, 0.133, -7.25, 0.133)",15.13274595,29.27456234,vertical,"(872.5, 430.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,503,train
CALL,"[(382, 254), (364, 275), (355, 268), (374, 247)]","{'Width': 27, 'Height': 28, 'Left': 355, 'Top': 247}","(1.167, -0.778, 1.105, -0.875)",11.01595003,27.98911894,vertical,"(368.75, 261.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,947,train
A,"[(358, 325), (353, 331), (343, 322), (348, 316)]","{'Width': 15, 'Height': 15, 'Left': 343, 'Top': 316}","(1.2, -0.9, 1.2, -0.9)",13.45362405,7.810249676,vertical,"(350.5, 323.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,945,train
.,"[(1255, 597), (1256, 610), (1241, 612), (1240, 599)]","{'Width': 16, 'Height': 15, 'Left': 1240, 'Top': 597}","(-13.0, 0.133, -13.0, 0.133)",15.13274595,13.03840481,vertical,"(1248.0, 604.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,103,train
BE,"[(722, 215), (722, 247), (703, 247), (703, 215)]","{'Width': 19, 'Height': 32, 'Left': 703, 'Top': 215}","(1000.0, 0.0, 1000.0, -0.0)",19.0,32.0,vertical,"(712.5, 231.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,906,train
Sell,"[(512, 1055), (512, 1084), (497, 1084), (497, 1055)]","{'Width': 15, 'Height': 29, 'Left': 497, 'Top': 1055}","(1000.0, 0.0, 1000.0, -0.0)",15.0,29.0,vertical,"(504.5, 1069.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1035,train
Get,"[(373, 813), (373, 842), (358, 842), (358, 813)]","{'Width': 15, 'Height': 29, 'Left': 358, 'Top': 813}","(1000.0, 0.0, 1000.0, -0.0)",15.0,29.0,vertical,"(365.5, 827.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,24,train
E,"[(5, 925), (21, 925), (21, 950), (5, 950)]","{'Width': 16, 'Height': 25, 'Left': 5, 'Top': 925}","(-0.0, 1000.0, 0.0, 1000.0)",25.0,16.0,horizontal,"(13.0, 937.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,144,train
Coul,"[(11, 467), (14, 515), (0, 516), (0, 468)]","{'Width': 14, 'Height': 49, 'Left': 0, 'Top': 467}","(-16.0, 0.071, 1000.0, 0.091)",12.54051493,48.04682931,vertical,"(6.25, 491.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,138,train
DE,"[(680, 464), (681, 503), (664, 503), (663, 464)]","{'Width': 18, 'Height': 39, 'Left': 663, 'Top': 464}","(-39.0, 0.0, -39.0, -0.0)",17.0,39.01281841,vertical,"(672.0, 483.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,661,train
david,"[(530, 42), (531, 82), (518, 82), (517, 42)]","{'Width': 14, 'Height': 40, 'Left': 517, 'Top': 42}","(-40.0, 0.0, -40.0, -0.0)",13.0,40.01249805,vertical,"(524.0, 62.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,880,train
EVERYTHING,"[(1003, 654), (994, 945), (956, 944), (965, 653)]","{'Width': 47, 'Height': 292, 'Left': 956, 'Top': 653}","(32.333, -0.026, 32.333, -0.026)",38.01315562,291.139142,vertical,"(979.5, 799.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,215,train
Family,"[(600, 351), (601, 402), (581, 402), (580, 351)]","{'Width': 21, 'Height': 51, 'Left': 580, 'Top': 351}","(-51.0, 0.0, -51.0, -0.0)",20.0,51.00980298,vertical,"(590.5, 376.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,47,train
808.808.808.5,"[(1918, 1181), (2094, 1184), (2094, 1207), (1918, 1204)]","{'Width': 176, 'Height': 26, 'Left': 1918, 'Top': 1181}","(-0.017, 1000.0, -0.017, 1000.0)",23.0,176.0255663,horizontal,"(2006.0, 1194.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1212,train
LITTLE,"[(1056, 613), (1086, 613), (1086, 622), (1056, 622)]","{'Width': 30, 'Height': 9, 'Left': 1056, 'Top': 613}","(-0.0, 1000.0, 0.0, 1000.0)",9.0,30.0,horizontal,"(1071.0, 617.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,538,train
808.81,"[(2794, 1167), (2842, 1169), (2841, 1185), (2793, 1183)]","{'Width': 49, 'Height': 18, 'Left': 2793, 'Top': 1167}","(-0.042, 16.0, -0.042, 16.0)",16.03121954,48.0416486,horizontal,"(2817.5, 1176.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1310,train
LEGACY,"[(412, 329), (351, 398), (332, 382), (393, 312)]","{'Width': 80, 'Height': 86, 'Left': 332, 'Top': 312}","(1.131, -0.842, 1.148, -0.895)",25.16729113,92.47355723,vertical,"(372.0, 355.25)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,943,train
Still,"[(922, 709), (911, 758), (885, 752), (896, 703)]","{'Width': 37, 'Height': 55, 'Left': 885, 'Top': 703}","(4.455, -0.231, 4.455, -0.231)",26.68332813,50.21951812,vertical,"(903.5, 730.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,70,train
MAE,"[(1257, 610), (1261, 651), (1245, 652), (1241, 612)]","{'Width': 20, 'Height': 42, 'Left': 1241, 'Top': 610}","(-10.25, 0.062, -10.0, 0.125)",16.07786752,40.69708117,vertical,"(1251.0, 631.25)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,104,train
Swing,"[(528, 148), (530, 250), (490, 251), (488, 149)]","{'Width': 42, 'Height': 103, 'Left': 488, 'Top': 148}","(-51.0, 0.025, -51.0, 0.025)",40.01249805,102.019606,vertical,"(509.0, 199.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,642,train
INTERNMEN,"[(584, 185), (583, 386), (546, 386), (547, 185)]","{'Width': 38, 'Height': 201, 'Left': 546, 'Top': 185}","(201.0, 0.0, 201.0, -0.0)",37.0,201.0024875,vertical,"(565.0, 285.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,607,train
Minshull,"[(2577, 648), (2573, 740), (2552, 739), (2556, 647)]","{'Width': 25, 'Height': 93, 'Left': 2552, 'Top': 647}","(23.0, -0.048, 23.0, -0.048)",21.02379604,92.08691547,vertical,"(2564.5, 693.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1289,train
HARNESSED,"[(355, 231), (355, 307), (344, 307), (344, 231)]","{'Width': 11, 'Height': 76, 'Left': 344, 'Top': 231}","(1000.0, 0.0, 1000.0, -0.0)",11.0,76.0,vertical,"(349.5, 269.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,850,train
Shoots,"[(1358, 258), (1367, 355), (1340, 357), (1331, 260)]","{'Width': 36, 'Height': 99, 'Left': 1331, 'Top': 258}","(-10.778, 0.074, -10.778, 0.074)",27.07397274,97.41663102,vertical,"(1349.0, 307.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,394,train
Full,"[(3436, 470), (3449, 469), (3450, 482), (3437, 483)]","{'Width': 14, 'Height': 14, 'Left': 3436, 'Top': 469}","(0.077, -13.0, 0.077, -13.0)",13.03840481,13.03840481,horizontal,"(3443.0, 476.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1360,train
AR,"[(3144, 1229), (3170, 1231), (3169, 1244), (3143, 1242)]","{'Width': 27, 'Height': 15, 'Left': 3143, 'Top': 1229}","(-0.077, 13.0, -0.077, 13.0)",13.03840481,26.07680962,horizontal,"(3156.5, 1236.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1338,train
com,"[(3383, 532), (3408, 532), (3408, 549), (3383, 549)]","{'Width': 25, 'Height': 17, 'Left': 3383, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,25.0,horizontal,"(3395.5, 540.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1351,train
david,"[(443, 41), (444, 79), (431, 79), (430, 41)]","{'Width': 14, 'Height': 38, 'Left': 430, 'Top': 41}","(-38.0, 0.0, -38.0, -0.0)",13.0,38.01315562,vertical,"(437.0, 60.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,867,train
&,"[(990, 627), (991, 644), (978, 645), (977, 628)]","{'Width': 14, 'Height': 18, 'Left': 977, 'Top': 627}","(-17.0, 0.077, -17.0, 0.077)",13.03840481,17.02938637,vertical,"(984.0, 636.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,528,train
TORNADO,"[(197, 188), (196, 276), (171, 276), (172, 188)]","{'Width': 26, 'Height': 88, 'Left': 171, 'Top': 188}","(88.0, 0.0, 88.0, -0.0)",25.0,88.00568163,vertical,"(184.0, 232.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,920,train
WHO,"[(330, 321), (330, 352), (319, 352), (319, 321)]","{'Width': 11, 'Height': 31, 'Left': 319, 'Top': 321}","(1000.0, 0.0, 1000.0, -0.0)",11.0,31.0,vertical,"(324.5, 336.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,848,train
URG,"[(277, 0), (277, 53), (256, 53), (256, 0)]","{'Width': 21, 'Height': 53, 'Left': 256, 'Top': 0}","(1000.0, 0.0, 1000.0, -0.0)",21.0,53.0,vertical,"(266.5, 26.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,557,train
MONACOLABE,"[(394, 460), (395, 548), (383, 548), (382, 460)]","{'Width': 13, 'Height': 88, 'Left': 382, 'Top': 460}","(-88.0, 0.0, -88.0, -0.0)",12.0,88.00568163,vertical,"(388.5, 504.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,280,train
Posle,"[(441, 434), (442, 468), (430, 468), (429, 434)]","{'Width': 13, 'Height': 34, 'Left': 429, 'Top': 434}","(-34.0, 0.0, -34.0, -0.0)",12.0,34.0147027,vertical,"(435.5, 451.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,287,train
11,"[(1135, 397), (1135, 415), (1122, 415), (1122, 397)]","{'Width': 13, 'Height': 18, 'Left': 1122, 'Top': 397}","(1000.0, 0.0, 1000.0, -0.0)",13.0,18.0,vertical,"(1128.5, 406.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,238,train
Writer's,"[(220, 397), (222, 557), (188, 557), (186, 397)]","{'Width': 36, 'Height': 160, 'Left': 186, 'Top': 397}","(-80.0, 0.0, -80.0, -0.0)",34.0,160.0124995,vertical,"(204.0, 477.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,998,train
AT,"[(1319, 426), (1316, 491), (1272, 489), (1275, 424)]","{'Width': 47, 'Height': 67, 'Left': 1272, 'Top': 424}","(21.667, -0.045, 21.667, -0.045)",44.04543109,65.06919394,vertical,"(1295.5, 457.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,259,train
TO,"[(1963, 868), (1962, 905), (1932, 905), (1933, 868)]","{'Width': 31, 'Height': 37, 'Left': 1932, 'Top': 868}","(37.0, 0.0, 37.0, -0.0)",30.0,37.01351105,vertical,"(1947.5, 886.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1214,train
PLAYBOOK,"[(679, 516), (593, 514), (594, 483), (680, 485)]","{'Width': 87, 'Height': 33, 'Left': 593, 'Top': 483}","(-0.023, 31.0, -0.023, 31.0)",31.01612484,86.02325267,horizontal,"(636.5, 499.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,890,train
PINSKER,"[(170, 497), (222, 498), (222, 509), (170, 508)]","{'Width': 52, 'Height': 12, 'Left': 170, 'Top': 497}","(-0.019, 1000.0, -0.019, 1000.0)",11.0,52.0096145,horizontal,"(196.0, 503.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,10,train
SHAMBHAL,"[(2774, 1270), (2832, 1272), (2832, 1281), (2774, 1279)]","{'Width': 58, 'Height': 11, 'Left': 2774, 'Top': 1270}","(-0.034, 1000.0, -0.034, 1000.0)",9.0,58.03447251,horizontal,"(2803.0, 1275.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1308,train
E,"[(5, 925), (21, 925), (21, 950), (5, 950)]","{'Width': 16, 'Height': 25, 'Left': 5, 'Top': 925}","(-0.0, 1000.0, 0.0, 1000.0)",25.0,16.0,horizontal,"(13.0, 937.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,144,train
Kamkwamba,"[(412, 91), (412, 155), (403, 155), (403, 91)]","{'Width': 9, 'Height': 64, 'Left': 403, 'Top': 91}","(1000.0, 0.0, 1000.0, -0.0)",9.0,64.0,vertical,"(407.5, 123.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,861,train
ACEVEDO,"[(357, 64), (357, 137), (345, 137), (345, 64)]","{'Width': 12, 'Height': 73, 'Left': 345, 'Top': 64}","(1000.0, 0.0, 1000.0, -0.0)",12.0,73.0,vertical,"(351.0, 100.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,694,train
OF,"[(3760, 472), (3753, 534), (3710, 528), (3717, 467)]","{'Width': 50, 'Height': 67, 'Left': 3710, 'Top': 467}","(8.857, -0.14, 8.714, -0.116)",43.35315417,61.89711785,vertical,"(3735.0, 500.25)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1396,train
THE,"[(39, 485), (39, 520), (14, 520), (14, 485)]","{'Width': 25, 'Height': 35, 'Left': 14, 'Top': 485}","(1000.0, 0.0, 1000.0, -0.0)",25.0,35.0,vertical,"(26.5, 502.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,913,train
808.803,"[(2666, 1202), (2747, 1209), (2745, 1225), (2665, 1218)]","{'Width': 82, 'Height': 23, 'Left': 2665, 'Top': 1202}","(-0.086, 8.0, -0.087, 16.0)",16.07786752,80.80378627,horizontal,"(2705.75, 1213.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1300,train
THE,"[(2007, 847), (2007, 877), (1997, 877), (1997, 847)]","{'Width': 10, 'Height': 30, 'Left': 1997, 'Top': 847}","(1000.0, 0.0, 1000.0, -0.0)",10.0,30.0,vertical,"(2002.0, 862.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1221,train
