txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label,image_path
B,100,"[(1134, 926), (1161, 927), (1161, 947), (1134, 946)]","{'Width': 27, 'Height': 21, 'Left': 1134, 'Top': 926}","(-0.037, 1000.0, -0.037, 1000.0)",20.0,27.01851217,horizontal,"(1147.5, 936.5)","(0, 0)",1134,926,0,cropped_images_1\cropped_93.jpg
§¿§¯,100,"[(1169, 844), (1169, 880), (1144, 880), (1144, 844)]","{'Width': 25, 'Height': 36, 'Left': 1144, 'Top': 844}","(1000.0, 0.0, 1000.0, -0.0)",25.0,36.0,vertical,"(1156.5, 862.0)","(0, 0)",1144,844,0,cropped_images_1\cropped_94.jpg
POPS,100,"[(1181, 606), (1189, 722), (1153, 724), (1145, 608)]","{'Width': 44, 'Height': 118, 'Left': 1145, 'Top': 606}","(-14.5, 0.056, -14.5, 0.056)",36.05551275,116.2755348,vertical,"(1167.0, 665.0)","(0, 0)",1145,606,1,cropped_images_1\cropped_95.jpg
HOFFMAN,100,"[(1158, 486), (1166, 567), (1155, 568), (1146, 487)]","{'Width': 20, 'Height': 82, 'Left': 1146, 'Top': 486}","(-10.125, 0.091, -9.0, 0.083)",11.5434778,81.44628461,vertical,"(1156.25, 527.0)","(0, 0)",1146,486,1,cropped_images_1\cropped_96.jpg
108,100,"[(1196, 844), (1196, 895), (1173, 895), (1173, 844)]","{'Width': 23, 'Height': 51, 'Left': 1173, 'Top': 844}","(1000.0, 0.0, 1000.0, -0.0)",23.0,51.0,vertical,"(1184.5, 869.5)","(0, 0)",1173,844,0,cropped_images_1\cropped_97.jpg
NO,100,"[(1224, 857), (1224, 896), (1201, 896), (1201, 857)]","{'Width': 23, 'Height': 39, 'Left': 1201, 'Top': 857}","(1000.0, 0.0, 1000.0, -0.0)",23.0,39.0,vertical,"(1212.5, 876.5)","(0, 0)",1201,857,0,cropped_images_1\cropped_98.jpg
OF,100,"[(1221, 797), (1260, 798), (1259, 834), (1220, 833)]","{'Width': 40, 'Height': 37, 'Left': 1220, 'Top': 797}","(-0.026, 36.0, -0.026, 36.0)",36.01388621,39.01281841,horizontal,"(1240.0, 815.5)","(0, 0)",1220,797,1,cropped_images_1\cropped_99.jpg
VID,100,"[(1239, 423), (1242, 452), (1232, 453), (1229, 424)]","{'Width': 13, 'Height': 30, 'Left': 1229, 'Top': 423}","(-9.667, 0.1, -9.667, 0.1)",10.04987562,29.15475947,vertical,"(1235.5, 438.0)","(0, 0)",1229,423,0,cropped_images_1\cropped_100.jpg
ANNE,100,"[(1232, 920), (1311, 921), (1311, 946), (1232, 945)]","{'Width': 79, 'Height': 26, 'Left': 1232, 'Top': 920}","(-0.013, 1000.0, -0.013, 1000.0)",25.0,79.00632886,horizontal,"(1271.5, 933.0)","(0, 0)",1232,920,1,cropped_images_1\cropped_101.jpg
DR,100,"[(1253, 574), (1256, 602), (1241, 603), (1238, 576)]","{'Width': 18, 'Height': 29, 'Left': 1238, 'Top': 574}","(-9.333, 0.067, -9.0, 0.133)",15.08302116,27.66320555,vertical,"(1247.0, 588.75)","(0, 0)",1238,574,1,cropped_images_1\cropped_102.jpg
.,100,"[(1255, 597), (1256, 610), (1241, 612), (1240, 599)]","{'Width': 16, 'Height': 15, 'Left': 1240, 'Top': 597}","(-13.0, 0.133, -13.0, 0.133)",15.13274595,13.03840481,vertical,"(1248.0, 604.5)","(0, 0)",1240,597,0,cropped_images_1\cropped_103.jpg
MAE,100,"[(1257, 610), (1261, 651), (1245, 652), (1241, 612)]","{'Width': 20, 'Height': 42, 'Left': 1241, 'Top': 610}","(-10.25, 0.062, -10.0, 0.125)",16.07786752,40.69708117,vertical,"(1251.0, 631.25)","(0, 0)",1241,610,1,cropped_images_1\cropped_104.jpg
Nikki,100,"[(1333, 990), (1244, 987), (1245, 959), (1334, 962)]","{'Width': 90, 'Height': 31, 'Left': 1244, 'Top': 959}","(-0.034, 28.0, -0.034, 28.0)",28.01785145,89.05054744,horizontal,"(1289.0, 974.5)","(0, 0)",1244,959,0,cropped_images_1\cropped_105.jpg
JEMISON,100,"[(1262, 657), (1270, 734), (1254, 735), (1246, 659)]","{'Width': 24, 'Height': 78, 'Left': 1246, 'Top': 657}","(-9.625, 0.062, -9.5, 0.125)",16.07786752,76.91718082,vertical,"(1258.0, 696.25)","(0, 0)",1246,657,1,cropped_images_1\cropped_106.jpg
WOODEN,100,"[(1254, 863), (1378, 866), (1377, 896), (1253, 893)]","{'Width': 125, 'Height': 33, 'Left': 1253, 'Top': 863}","(-0.024, 30.0, -0.024, 30.0)",30.01666204,124.036285,horizontal,"(1315.5, 879.5)","(0, 0)",1253,863,1,cropped_images_1\cropped_107.jpg
YOU,100,"[(1274, 538), (1277, 564), (1257, 566), (1254, 540)]","{'Width': 23, 'Height': 28, 'Left': 1254, 'Top': 538}","(-8.667, 0.1, -8.667, 0.1)",20.09975124,26.17250466,vertical,"(1265.5, 552.0)","(0, 0)",1254,538,0,cropped_images_1\cropped_108.jpg
WHO,100,"[(1277, 572), (1280, 607), (1261, 609), (1258, 574)]","{'Width': 22, 'Height': 37, 'Left': 1258, 'Top': 572}","(-11.667, 0.105, -11.667, 0.105)",19.10497317,35.12833614,vertical,"(1269.0, 590.5)","(0, 0)",1258,572,1,cropped_images_1\cropped_109.jpg
Teenage,100,"[(1284, 371), (1294, 458), (1270, 461), (1260, 374)]","{'Width': 34, 'Height': 90, 'Left': 1260, 'Top': 371}","(-8.7, 0.125, -8.7, 0.125)",24.18677324,87.57282684,vertical,"(1277.0, 416.0)","(0, 0)",1260,371,1,cropped_images_1\cropped_110.jpg
MAKE,100,"[(1280, 609), (1284, 647), (1265, 649), (1261, 611)]","{'Width': 23, 'Height': 40, 'Left': 1261, 'Top': 609}","(-9.5, 0.105, -9.5, 0.105)",19.10497317,38.20994635,vertical,"(1272.5, 629.0)","(0, 0)",1261,609,1,cropped_images_1\cropped_111.jpg
A,100,"[(1284, 647), (1285, 658), (1266, 660), (1265, 649)]","{'Width': 20, 'Height': 13, 'Left': 1265, 'Top': 647}","(-11.0, 0.105, -11.0, 0.105)",19.10497317,11.04536102,vertical,"(1275.0, 653.5)","(0, 0)",1265,647,1,cropped_images_1\cropped_112.jpg
DIFFERENCE,100,"[(1286, 661), (1293, 736), (1273, 738), (1266, 663)]","{'Width': 27, 'Height': 77, 'Left': 1266, 'Top': 661}","(-10.714, 0.1, -10.714, 0.1)",20.09975124,75.32595834,vertical,"(1279.5, 699.5)","(0, 0)",1266,661,1,cropped_images_1\cropped_113.jpg
SARAH,100,"[(1268, 798), (1378, 800), (1377, 836), (1267, 834)]","{'Width': 111, 'Height': 38, 'Left': 1267, 'Top': 798}","(-0.018, 36.0, -0.018, 36.0)",36.01388621,110.0181803,horizontal,"(1322.5, 817.0)","(0, 0)",1267,798,1,cropped_images_1\cropped_114.jpg
Soul,100,"[(1295, 467), (1300, 514), (1276, 516), (1271, 470)]","{'Width': 29, 'Height': 49, 'Left': 1271, 'Top': 467}","(-9.4, 0.083, -9.2, 0.125)",24.1349812,46.7680752,vertical,"(1285.5, 491.75)","(0, 0)",1271,467,1,cropped_images_1\cropped_115.jpg
Journal,100,"[(1300, 519), (1309, 599), (1286, 601), (1277, 522)]","{'Width': 32, 'Height': 82, 'Left': 1277, 'Top': 519}","(-8.889, 0.087, -8.778, 0.13)",23.14080989,80.00783189,vertical,"(1293.0, 560.25)","(0, 0)",1277,519,1,cropped_images_1\cropped_116.jpg
ken,100,"[(1313, 416), (1318, 457), (1297, 459), (1292, 418)]","{'Width': 26, 'Height': 43, 'Left': 1292, 'Top': 416}","(-8.2, 0.095, -8.2, 0.095)",21.09502311,41.30375286,vertical,"(1305.0, 437.5)","(0, 0)",1292,416,0,cropped_images_1\cropped_117.jpg
Soup,100,"[(1318, 461), (1324, 516), (1304, 518), (1298, 463)]","{'Width': 26, 'Height': 57, 'Left': 1298, 'Top': 461}","(-9.167, 0.1, -9.167, 0.1)",20.09975124,55.32630477,vertical,"(1311.0, 489.5)","(0, 0)",1298,461,1,cropped_images_1\cropped_118.jpg
for,100,"[(1325, 524), (1329, 555), (1309, 557), (1305, 526)]","{'Width': 24, 'Height': 33, 'Left': 1305, 'Top': 524}","(-7.75, 0.1, -7.75, 0.1)",20.09975124,31.25699922,vertical,"(1317.0, 540.5)","(0, 0)",1305,524,1,cropped_images_1\cropped_119.jpg
the,100,"[(1329, 560), (1333, 595), (1313, 597), (1309, 562)]","{'Width': 24, 'Height': 37, 'Left': 1309, 'Top': 560}","(-8.75, 0.1, -8.75, 0.1)",20.09975124,35.22782991,vertical,"(1321.0, 578.5)","(0, 0)",1309,560,1,cropped_images_1\cropped_120.jpg
Jack,100,"[(1330, 648), (1333, 671), (1320, 673), (1317, 650)]","{'Width': 16, 'Height': 25, 'Left': 1317, 'Top': 648}","(-7.667, 0.154, -7.667, 0.154)",13.15294644,23.19482701,vertical,"(1325.0, 660.5)","(0, 0)",1317,648,1,cropped_images_1\cropped_121.jpg
FRANK,100,"[(1318, 921), (1412, 923), (1412, 948), (1318, 946)]","{'Width': 94, 'Height': 27, 'Left': 1318, 'Top': 921}","(-0.021, 1000.0, -0.021, 1000.0)",25.0,94.02127419,horizontal,"(1365.0, 934.5)","(0, 0)",1318,921,1,cropped_images_1\cropped_122.jpg
Cinci,100,"[(1334, 676), (1338, 707), (1325, 708), (1321, 678)]","{'Width': 17, 'Height': 32, 'Left': 1321, 'Top': 676}","(-7.75, 0.077, -7.5, 0.154)",13.09567562,30.76124556,vertical,"(1329.5, 692.25)","(0, 0)",1321,676,0,cropped_images_1\cropped_123.jpg
WADE,100,"[(1351, 302), (1354, 336), (1327, 339), (1323, 305)]","{'Width': 31, 'Height': 37, 'Left': 1323, 'Top': 302}","(-11.333, 0.111, -8.5, 0.107)",27.66320555,34.18329093,vertical,"(1338.75, 320.5)","(0, 0)",1323,302,1,cropped_images_1\cropped_124.jpg
HUDSON,100,"[(1354, 337), (1359, 382), (1332, 385), (1327, 340)]","{'Width': 32, 'Height': 48, 'Left': 1327, 'Top': 337}","(-9.0, 0.111, -9.0, 0.111)",27.16615541,45.27692569,vertical,"(1343.0, 361.0)","(0, 0)",1327,337,1,cropped_images_1\cropped_125.jpg
&,100,"[(1359, 384), (1361, 400), (1334, 403), (1332, 387)]","{'Width': 29, 'Height': 19, 'Left': 1332, 'Top': 384}","(-8.0, 0.111, -8.0, 0.111)",27.16615541,16.1245155,vertical,"(1346.5, 393.5)","(0, 0)",1332,384,1,cropped_images_1\cropped_126.jpg
CHERYL,100,"[(1361, 397), (1366, 443), (1338, 446), (1333, 400)]","{'Width': 33, 'Height': 49, 'Left': 1333, 'Top': 397}","(-9.2, 0.107, -9.2, 0.107)",28.16025568,46.27094121,vertical,"(1349.5, 421.5)","(0, 0)",1333,397,1,cropped_images_1\cropped_127.jpg
WILLIS,100,"[(1365, 443), (1369, 481), (1342, 484), (1338, 446)]","{'Width': 31, 'Height': 41, 'Left': 1338, 'Top': 443}","(-9.5, 0.111, -9.5, 0.111)",27.16615541,38.20994635,vertical,"(1353.5, 463.5)","(0, 0)",1338,443,1,cropped_images_1\cropped_128.jpg
Baina,100,"[(1422, 993), (1340, 991), (1341, 962), (1423, 964)]","{'Width': 83, 'Height': 31, 'Left': 1340, 'Top': 962}","(-0.024, 29.0, -0.024, 29.0)",29.01723626,82.02438662,horizontal,"(1381.5, 977.5)","(0, 0)",1340,962,0,cropped_images_1\cropped_129.jpg
HUDSON,100,"[(1369, 483), (1374, 529), (1347, 532), (1342, 486)]","{'Width': 32, 'Height': 49, 'Left': 1342, 'Top': 483}","(-9.2, 0.111, -9.2, 0.111)",27.16615541,46.27094121,vertical,"(1358.0, 507.5)","(0, 0)",1342,483,1,cropped_images_1\cropped_130.jpg
THE,100,"[(1375, 537), (1378, 570), (1351, 573), (1348, 540)]","{'Width': 30, 'Height': 36, 'Left': 1348, 'Top': 537}","(-11.0, 0.111, -11.0, 0.111)",27.16615541,33.13608305,vertical,"(1363.0, 555.0)","(0, 0)",1348,537,1,cropped_images_1\cropped_131.jpg
AK,100,"[(1379, 580), (1384, 628), (1357, 630), (1352, 583)]","{'Width': 32, 'Height': 50, 'Left': 1352, 'Top': 580}","(-9.6, 0.074, -9.4, 0.111)",27.12006408,47.76246162,vertical,"(1368.0, 605.25)","(0, 0)",1352,580,0,cropped_images_1\cropped_132.jpg
CONVERSATIONS,100,"[(1375, 626), (1386, 716), (1377, 717), (1366, 627)]","{'Width': 20, 'Height': 91, 'Left': 1366, 'Top': 626}","(-8.182, 0.111, -8.182, 0.111)",9.055385138,90.66973034,vertical,"(1376.0, 671.5)","(0, 0)",1366,626,1,cropped_images_1\cropped_133.jpg
ABOU,100,"[(1386, 719), (1390, 749), (1381, 750), (1377, 720)]","{'Width': 13, 'Height': 31, 'Left': 1377, 'Top': 719}","(-7.5, 0.111, -7.5, 0.111)",9.055385138,30.2654919,vertical,"(1383.5, 734.5)","(0, 0)",1377,719,1,cropped_images_1\cropped_134.jpg
BERGEN,100,"[(1400, 295), (1407, 361), (1393, 362), (1386, 296)]","{'Width': 21, 'Height': 67, 'Left': 1386, 'Top': 295}","(-9.429, 0.071, -9.429, 0.071)",14.03566885,66.37017402,vertical,"(1396.5, 328.5)","(0, 0)",1386,295,1,cropped_images_1\cropped_135.jpg
THE,100,"[(1414, 405), (1418, 467), (1400, 468), (1396, 406)]","{'Width': 22, 'Height': 63, 'Left': 1396, 'Top': 405}","(-15.5, 0.056, -15.5, 0.056)",18.02775638,62.12889827,vertical,"(1407.0, 436.5)","(0, 0)",1396,405,1,cropped_images_1\cropped_136.jpg
HOLOCA,100,"[(1420, 490), (1424, 627), (1411, 628), (1401, 491)]","{'Width': 23, 'Height': 138, 'Left': 1401, 'Top': 490}","(-34.25, 0.077, -13.7, 0.053)",16.0323512,137.2114302,vertical,"(1414.0, 559.0)","(0, 0)",1401,490,0,cropped_images_1\cropped_137.jpg
Coul,100,"[(11, 467), (14, 515), (0, 516), (0, 468)]","{'Width': 14, 'Height': 49, 'Left': 0, 'Top': 467}","(-16.0, 0.071, 1000.0, 0.091)",12.54051493,48.04682931,vertical,"(6.25, 491.5)","(0, 1)",0,467,0,cropped_images_1\cropped_138.jpg
Journal,100,"[(14, 520), (19, 599), (1, 600), (0, 521)]","{'Width': 19, 'Height': 80, 'Left': 0, 'Top': 520}","(-15.8, 0.056, -79.0, 0.071)",16.03171261,79.08219928,vertical,"(8.5, 560.0)","(0, 1)",0,520,1,cropped_images_1\cropped_139.jpg
SARAb,100,"[(0, 799), (88, 803), (87, 837), (0, 833)]","{'Width': 88, 'Height': 38, 'Left': 0, 'Top': 799}","(-0.045, 34.0, -0.046, 1000.0)",34.00735135,87.59138383,horizontal,"(43.75, 818.0)","(0, 1)",0,799,1,cropped_images_1\cropped_140.jpg
DODENO,100,"[(0, 860), (115, 862), (114, 899), (0, 897)]","{'Width': 115, 'Height': 39, 'Left': 0, 'Top': 860}","(-0.017, 37.0, -0.018, 1000.0)",37.00675552,114.5174662,horizontal,"(57.25, 879.5)","(0, 1)",0,860,0,cropped_images_1\cropped_141.jpg
Ni,100,"[(45, 992), (1, 991), (1, 963), (45, 964)]","{'Width': 44, 'Height': 29, 'Left': 1, 'Top': 963}","(-0.023, 1000.0, -0.023, 1000.0)",28.0,44.01136217,horizontal,"(23.0, 977.5)","(0, 1)",1,963,0,cropped_images_1\cropped_142.jpg
Resoup,100,"[(24, 414), (36, 515), (15, 518), (2, 417)]","{'Width': 34, 'Height': 104, 'Left': 2, 'Top': 414}","(-8.417, 0.143, -7.769, 0.136)",21.70840337,101.771785,vertical,"(19.25, 466.0)","(0, 1)",2,414,0,cropped_images_1\cropped_143.jpg
E,100,"[(5, 925), (21, 925), (21, 950), (5, 950)]","{'Width': 16, 'Height': 25, 'Left': 5, 'Top': 925}","(-0.0, 1000.0, 0.0, 1000.0)",25.0,16.0,horizontal,"(13.0, 937.5)","(0, 1)",5,925,0,cropped_images_1\cropped_144.jpg
for,100,"[(37, 522), (41, 557), (20, 559), (16, 525)]","{'Width': 25, 'Height': 37, 'Left': 16, 'Top': 522}","(-8.75, 0.095, -8.5, 0.143)",21.15411327,34.73115772,vertical,"(28.5, 540.75)","(0, 1)",16,522,1,cropped_images_1\cropped_145.jpg
the,100,"[(41, 559), (45, 595), (25, 597), (20, 562)]","{'Width': 25, 'Height': 38, 'Left': 20, 'Top': 559}","(-9.0, 0.1, -7.0, 0.143)",20.65647734,35.78843981,vertical,"(32.75, 578.25)","(0, 1)",20,559,1,cropped_images_1\cropped_146.jpg
Jack,100,"[(42, 648), (44, 672), (32, 673), (29, 649)]","{'Width': 15, 'Height': 25, 'Left': 29, 'Top': 648}","(-12.0, 0.083, -8.0, 0.077)",12.53999969,24.1349812,vertical,"(36.75, 660.5)","(0, 1)",29,648,1,cropped_images_1\cropped_147.jpg
FRANK,100,"[(29, 925), (123, 925), (123, 950), (29, 950)]","{'Width': 94, 'Height': 25, 'Left': 29, 'Top': 925}","(-0.0, 1000.0, 0.0, 1000.0)",25.0,94.0,horizontal,"(76.0, 937.5)","(0, 1)",29,925,1,cropped_images_1\cropped_148.jpg
Cira,100,"[(45, 676), (47, 696), (34, 697), (32, 677)]","{'Width': 15, 'Height': 21, 'Left': 32, 'Top': 676}","(-10.0, 0.077, -10.0, 0.077)",13.03840481,20.09975124,vertical,"(39.5, 686.5)","(0, 1)",32,676,0,cropped_images_1\cropped_149.jpg
WADE,100,"[(62, 302), (66, 337), (38, 340), (34, 305)]","{'Width': 32, 'Height': 38, 'Left': 34, 'Top': 302}","(-8.75, 0.107, -8.75, 0.107)",28.16025568,35.22782991,vertical,"(50.0, 321.0)","(0, 1)",34,302,1,cropped_images_1\cropped_150.jpg
Rold,100,"[(47, 698), (50, 724), (37, 725), (34, 699)]","{'Width': 16, 'Height': 27, 'Left': 34, 'Top': 698}","(-8.667, 0.077, -8.667, 0.077)",13.03840481,26.17250466,vertical,"(42.0, 711.5)","(0, 1)",34,698,0,cropped_images_1\cropped_151.jpg
),100,"[(49, 722), (49, 726), (37, 727), (37, 723)]","{'Width': 12, 'Height': 5, 'Left': 37, 'Top': 722}","(1000.0, 0.083, 1000.0, 0.083)",12.04159458,4.0,vertical,"(43.0, 724.5)","(0, 1)",37,722,0,cropped_images_1\cropped_152.jpg
RUDSON,100,"[(65, 337), (70, 383), (43, 385), (38, 340)]","{'Width': 32, 'Height': 48, 'Left': 38, 'Top': 337}","(-9.2, 0.074, -9.0, 0.111)",27.12006408,45.77393345,vertical,"(54.0, 361.25)","(0, 1)",38,337,1,cropped_images_1\cropped_153.jpg
&,100,"[(70, 382), (72, 399), (45, 402), (43, 385)]","{'Width': 29, 'Height': 20, 'Left': 43, 'Top': 382}","(-8.5, 0.111, -8.5, 0.111)",27.16615541,17.11724277,vertical,"(57.5, 392.0)","(0, 1)",43,382,1,cropped_images_1\cropped_154.jpg
CHERYL,100,"[(71, 398), (76, 443), (49, 445), (44, 401)]","{'Width': 32, 'Height': 47, 'Left': 44, 'Top': 398}","(-9.0, 0.074, -8.8, 0.111)",27.12006408,44.78005267,vertical,"(60.0, 421.75)","(0, 1)",44,398,1,cropped_images_1\cropped_155.jpg
WILLIS,100,"[(76, 443), (80, 483), (52, 486), (48, 446)]","{'Width': 32, 'Height': 43, 'Left': 48, 'Top': 443}","(-10.0, 0.107, -10.0, 0.107)",28.16025568,40.19950248,vertical,"(64.0, 464.5)","(0, 1)",48,443,1,cropped_images_1\cropped_156.jpg
Reina,100,"[(135, 994), (51, 993), (52, 964), (136, 965)]","{'Width': 85, 'Height': 30, 'Left': 51, 'Top': 964}","(-0.012, 29.0, -0.012, 29.0)",29.01723626,84.00595217,horizontal,"(93.5, 979.0)","(0, 1)",51,964,0,cropped_images_1\cropped_157.jpg
HUDSON,100,"[(80, 483), (85, 530), (57, 533), (52, 486)]","{'Width': 33, 'Height': 50, 'Left': 52, 'Top': 483}","(-9.4, 0.107, -9.4, 0.107)",28.16025568,47.26520919,vertical,"(68.5, 508.0)","(0, 1)",52,483,1,cropped_images_1\cropped_158.jpg
THE,100,"[(86, 537), (89, 569), (61, 572), (58, 540)]","{'Width': 31, 'Height': 35, 'Left': 58, 'Top': 537}","(-10.667, 0.107, -10.667, 0.107)",28.16025568,32.14031736,vertical,"(73.5, 554.5)","(0, 1)",58,537,1,cropped_images_1\cropped_159.jpg
AKO,100,"[(90, 580), (96, 641), (69, 643), (63, 583)]","{'Width': 33, 'Height': 63, 'Left': 63, 'Top': 580}","(-10.167, 0.074, -10.0, 0.111)",27.12006408,60.7968127,vertical,"(79.5, 611.75)","(0, 1)",63,580,0,cropped_images_1\cropped_160.jpg
CONVERSATIONS,100,"[(87, 626), (97, 716), (87, 718), (77, 627)]","{'Width': 20, 'Height': 92, 'Left': 77, 'Top': 626}","(-9.0, 0.2, -9.1, 0.1)",10.12395732,91.05082655,vertical,"(87.0, 671.75)","(0, 1)",77,626,1,cropped_images_1\cropped_161.jpg
ABO,100,"[(97, 719), (99, 741), (89, 742), (87, 720)]","{'Width': 12, 'Height': 23, 'Left': 87, 'Top': 719}","(-11.0, 0.1, -11.0, 0.1)",10.04987562,22.09072203,vertical,"(93.0, 730.5)","(0, 1)",87,719,0,cropped_images_1\cropped_162.jpg
BERGEN,100,"[(111, 296), (116, 361), (103, 362), (98, 297)]","{'Width': 18, 'Height': 66, 'Left': 98, 'Top': 296}","(-13.0, 0.077, -13.0, 0.077)",13.03840481,65.19202405,vertical,"(107.0, 329.0)","(0, 1)",98,296,1,cropped_images_1\cropped_163.jpg
THE,100,"[(123, 404), (129, 467), (113, 468), (106, 406)]","{'Width': 23, 'Height': 64, 'Left': 106, 'Top': 404}","(-10.5, 0.062, -8.857, 0.118)",16.57423116,62.83948964,vertical,"(117.75, 436.25)","(0, 1)",106,404,1,cropped_images_1\cropped_164.jpg
HOLOCAUST,100,"[(131, 490), (150, 689), (132, 691), (113, 492)]","{'Width': 37, 'Height': 201, 'Left': 113, 'Top': 490}","(-10.474, 0.111, -10.474, 0.111)",18.11077028,199.9049774,vertical,"(131.5, 590.5)","(0, 1)",113,490,1,cropped_images_1\cropped_165.jpg
Co,100,"[(150, 718), (152, 737), (143, 738), (141, 719)]","{'Width': 11, 'Height': 20, 'Left': 141, 'Top': 718}","(-9.5, 0.111, -9.5, 0.111)",9.055385138,19.10497317,vertical,"(146.5, 728.0)","(0, 1)",141,718,0,cropped_images_1\cropped_166.jpg
TO,100,"[(176, 355), (178, 373), (159, 375), (157, 357)]","{'Width': 21, 'Height': 20, 'Left': 157, 'Top': 355}","(-9.0, 0.105, -9.0, 0.105)",19.10497317,18.11077028,vertical,"(167.5, 365.0)","(0, 1)",157,355,1,cropped_images_1\cropped_167.jpg
THE,100,"[(178, 376), (181, 405), (163, 407), (160, 378)]","{'Width': 21, 'Height': 31, 'Left': 160, 'Top': 376}","(-9.667, 0.111, -9.667, 0.111)",18.11077028,29.15475947,vertical,"(170.5, 391.5)","(0, 1)",160,376,1,cropped_images_1\cropped_168.jpg
HOLOCAUST,100,"[(182, 410), (191, 494), (172, 496), (163, 412)]","{'Width': 28, 'Height': 86, 'Left': 163, 'Top': 410}","(-9.333, 0.105, -9.333, 0.105)",19.10497317,84.48076704,vertical,"(177.0, 453.0)","(0, 1)",163,410,1,cropped_images_1\cropped_169.jpg
NORWAY'S,100,"[(195, 353), (202, 424), (185, 425), (178, 355)]","{'Width': 24, 'Height': 72, 'Left': 178, 'Top': 353}","(-10.143, 0.059, -10.0, 0.118)",17.07331457,70.84668264,vertical,"(190.0, 389.25)","(0, 1)",178,353,1,cropped_images_1\cropped_170.jpg
CAPOT,100,"[(356, 997), (184, 1002), (183, 958), (355, 953)]","{'Width': 173, 'Height': 49, 'Left': 183, 'Top': 953}","(0.029, -44.0, 0.029, -44.0)",44.01136217,172.0726591,horizontal,"(269.5, 977.5)","(0, 1)",183,953,0,cropped_images_1\cropped_171.jpg
RESPONSE,100,"[(203, 429), (210, 498), (193, 499), (186, 431)]","{'Width': 24, 'Height': 70, 'Left': 186, 'Top': 429}","(-9.857, 0.059, -9.714, 0.118)",17.07331457,68.85675409,vertical,"(198.0, 464.25)","(0, 1)",186,429,1,cropped_images_1\cropped_172.jpg
ABRAH,100,"[(206, 678), (213, 751), (197, 752), (190, 680)]","{'Width': 23, 'Height': 74, 'Left': 190, 'Top': 678}","(-10.429, 0.062, -10.286, 0.125)",16.07786752,72.83716297,vertical,"(201.5, 715.25)","(0, 1)",190,678,1,cropped_images_1\cropped_173.jpg
SAMUE,100,"[(224, 678), (232, 751), (217, 752), (209, 680)]","{'Width': 23, 'Height': 74, 'Left': 209, 'Top': 678}","(-9.125, 0.067, -9.0, 0.133)",15.08302116,72.94006449,vertical,"(220.5, 715.25)","(0, 1)",209,678,1,cropped_images_1\cropped_174.jpg
ISAACSON,100,"[(228, 817), (298, 817), (298, 829), (228, 829)]","{'Width': 70, 'Height': 12, 'Left': 228, 'Top': 817}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,70.0,horizontal,"(263.0, 823.0)","(0, 1)",228,817,1,cropped_images_1\cropped_175.jpg
FINLAND,100,"[(248, 382), (260, 506), (241, 508), (229, 384)]","{'Width': 31, 'Height': 126, 'Left': 229, 'Top': 382}","(-10.333, 0.105, -10.333, 0.105)",19.10497317,124.579292,vertical,"(244.5, 445.0)","(0, 1)",229,382,1,cropped_images_1\cropped_176.jpg
and,100,"[(261, 512), (264, 546), (245, 548), (242, 514)]","{'Width': 22, 'Height': 36, 'Left': 242, 'Top': 512}","(-11.333, 0.105, -11.333, 0.105)",19.10497317,34.13209633,vertical,"(253.0, 530.0)","(0, 1)",242,512,1,cropped_images_1\cropped_177.jpg
the,100,"[(264, 550), (267, 580), (249, 582), (246, 552)]","{'Width': 21, 'Height': 32, 'Left': 246, 'Top': 550}","(-10.0, 0.111, -10.0, 0.111)",18.11077028,30.14962686,vertical,"(256.5, 566.0)","(0, 1)",246,550,1,cropped_images_1\cropped_178.jpg
HOLOCAUST,100,"[(268, 583), (280, 707), (261, 709), (249, 585)]","{'Width': 31, 'Height': 126, 'Left': 249, 'Top': 583}","(-10.333, 0.105, -10.333, 0.105)",19.10497317,124.579292,vertical,"(264.5, 646.0)","(0, 1)",249,583,1,cropped_images_1\cropped_179.jpg
GERDA,100,"[(304, 382), (311, 447), (297, 448), (290, 383)]","{'Width': 21, 'Height': 66, 'Left': 290, 'Top': 382}","(-9.286, 0.071, -9.286, 0.071)",14.03566885,65.37583651,vertical,"(300.5, 415.0)","(0, 1)",290,382,1,cropped_images_1\cropped_180.jpg
WEISSMANN,100,"[(312, 457), (324, 572), (310, 574), (298, 458)]","{'Width': 26, 'Height': 117, 'Left': 298, 'Top': 457}","(-9.583, 0.143, -9.667, 0.071)",14.08890224,116.1217149,vertical,"(311.0, 515.25)","(0, 1)",298,457,1,cropped_images_1\cropped_181.jpg
KLEIN,100,"[(325, 585), (331, 640), (317, 641), (311, 586)]","{'Width': 20, 'Height': 56, 'Left': 311, 'Top': 585}","(-9.167, 0.071, -9.167, 0.071)",14.03566885,55.32630477,vertical,"(321.0, 613.0)","(0, 1)",311,585,1,cropped_images_1\cropped_182.jpg
