txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label
RATZ,100,"[(867, 10), (862, 92), (846, 91), (851, 9)]","{'Width': 21, 'Height': 83, 'Left': 846, 'Top': 9}","(16.4, -0.062, 16.4, -0.062)",16.03121954,82.15229759,vertical,"(856.5, 50.5)","(1, 1)",846,9.0,1.0
Justyce,100,"[(888, 811), (884, 889), (865, 888), (869, 810)]","{'Width': 23, 'Height': 79, 'Left': 865, 'Top': 810}","(19.5, -0.053, 19.5, -0.053)",19.02629759,78.10249676,vertical,"(876.5, 849.5)","(1, 1)",865,810.0,1.0
Dear,100,"[(892, 742), (889, 802), (870, 801), (873, 741)]","{'Width': 22, 'Height': 61, 'Left': 870, 'Top': 741}","(20.0, -0.053, 20.0, -0.053)",19.02629759,60.07495318,vertical,"(881.0, 771.5)","(1, 1)",870,741.0,1.0
WHOLE,100,"[(907, 1312), (904, 1376), (875, 1375), (878, 1311)]","{'Width': 32, 'Height': 65, 'Left': 875, 'Top': 1311}","(21.333, -0.034, 21.333, -0.034)",29.01723626,64.07027392,vertical,"(891.0, 1343.5)","(1, 1)",875,1311.0,1.0
STONE,100,"[(894, 625), (891, 682), (877, 681), (880, 624)]","{'Width': 17, 'Height': 58, 'Left': 877, 'Top': 624}","(19.0, -0.071, 19.0, -0.071)",14.03566885,57.07889277,vertical,"(885.5, 653.0)","(1, 1)",877,624.0,1.0
THE,100,"[(909, 1274), (907, 1313), (877, 1312), (879, 1273)]","{'Width': 32, 'Height': 40, 'Left': 877, 'Top': 1273}","(19.5, -0.033, 19.5, -0.033)",30.01666204,39.05124838,vertical,"(893.0, 1293.0)","(1, 1)",877,1273.0,1.0
NIC,100,"[(896, 591), (895, 623), (880, 622), (881, 590)]","{'Width': 16, 'Height': 33, 'Left': 880, 'Top': 590}","(32.0, -0.067, 32.0, -0.067)",15.03329638,32.01562119,vertical,"(888.0, 606.5)","(1, 1)",880,590.0,1.0
Moon,100,"[(922, 291), (915, 365), (894, 363), (900, 289)]","{'Width': 28, 'Height': 76, 'Left': 894, 'Top': 289}","(10.571, -0.095, 12.333, -0.091)",21.59287257,74.28659425,vertical,"(907.75, 327.0)","(1, 1)",894,289.0,1.0
Cicada,100,"[(931, 179), (922, 277), (901, 275), (910, 177)]","{'Width': 30, 'Height': 100, 'Left': 901, 'Top': 177}","(10.889, -0.095, 10.889, -0.095)",21.09502311,98.41239759,vertical,"(916.0, 227.0)","(1, 1)",901,177.0,1.0
Full,100,"[(937, 120), (933, 170), (911, 168), (915, 118)]","{'Width': 26, 'Height': 52, 'Left': 911, 'Top': 118}","(12.5, -0.091, 12.5, -0.091)",22.09072203,50.15974482,vertical,"(924.0, 144.0)","(1, 1)",911,118.0,1.0
GIFT,100,"[(946, 725), (943, 771), (918, 770), (920, 724)]","{'Width': 28, 'Height': 47, 'Left': 918, 'Top': 724}","(15.333, -0.04, 23.0, -0.038)",25.51960783,46.07059001,vertical,"(931.75, 747.5)","(1, 1)",918,724.0,1.0
A,100,"[(947, 704), (946, 719), (920, 718), (921, 703)]","{'Width': 27, 'Height': 16, 'Left': 920, 'Top': 703}","(15.0, -0.038, 15.0, -0.038)",26.01922366,15.03329638,vertical,"(933.5, 711.0)","(1, 1)",920,703.0,1.0
IS,100,"[(949, 678), (948, 700), (921, 698), (922, 677)]","{'Width': 28, 'Height': 23, 'Left': 921, 'Top': 677}","(22.0, -0.074, 21.0, -0.037)",27.04624246,21.52325579,vertical,"(935.0, 688.25)","(1, 1)",921,677.0,1.0
ANGER,100,"[(954, 591), (950, 670), (923, 668), (927, 590)]","{'Width': 31, 'Height': 80, 'Left': 923, 'Top': 590}","(19.75, -0.074, 19.5, -0.037)",27.04624246,78.60184888,vertical,"(938.5, 629.75)","(1, 1)",923,590.0,1.0
THING,100,"[(959, 1385), (956, 1438), (928, 1437), (931, 1384)]","{'Width': 31, 'Height': 54, 'Left': 928, 'Top': 1384}","(17.667, -0.036, 17.667, -0.036)",28.01785145,53.08483776,vertical,"(943.5, 1411.0)","(1, 1)",928,1384.0,1.0
WHOLE,100,"[(962, 1317), (959, 1380), (931, 1379), (934, 1316)]","{'Width': 31, 'Height': 64, 'Left': 931, 'Top': 1316}","(21.0, -0.036, 21.0, -0.036)",28.01785145,63.07138812,vertical,"(946.5, 1348.0)","(1, 1)",931,1316.0,1.0
THE,100,"[(964, 1281), (962, 1317), (934, 1316), (936, 1280)]","{'Width': 30, 'Height': 37, 'Left': 934, 'Top': 1280}","(18.0, -0.036, 18.0, -0.036)",28.01785145,36.05551275,vertical,"(949.0, 1298.5)","(1, 1)",934,1280.0,1.0
C,100,"[(988, 380), (986, 398), (966, 396), (967, 378)]","{'Width': 22, 'Height': 20, 'Left': 966, 'Top': 378}","(9.0, -0.1, 18.0, -0.095)",20.59738718,18.06926333,vertical,"(976.75, 388.0)","(1, 1)",966,378.0,1.0
Moon,100,"[(996, 292), (990, 366), (969, 364), (975, 290)]","{'Width': 27, 'Height': 76, 'Left': 969, 'Top': 290}","(12.333, -0.095, 12.333, -0.095)",21.09502311,74.24284477,vertical,"(982.5, 328.0)","(1, 1)",969,290.0,1.0
Cicada,100,"[(1006, 181), (998, 278), (976, 276), (984, 179)]","{'Width': 30, 'Height': 99, 'Left': 976, 'Top': 179}","(12.125, -0.091, 12.125, -0.091)",22.09072203,97.32933782,vertical,"(991.0, 228.5)","(1, 1)",976,179.0,1.0
Full,100,"[(1011, 122), (1007, 171), (985, 169), (989, 120)]","{'Width': 26, 'Height': 51, 'Left': 985, 'Top': 120}","(12.25, -0.091, 12.25, -0.091)",22.09072203,49.16299421,vertical,"(998.0, 145.5)","(1, 1)",985,120.0,1.0
WIRL,100,"[(1022, 1319), (1017, 1375), (987, 1372), (992, 1316)]","{'Width': 35, 'Height': 59, 'Left': 987, 'Top': 1316}","(11.2, -0.1, 11.2, -0.1)",30.14962686,56.22277119,vertical,"(1004.5, 1345.5)","(1, 1)",987,1316.0,1.0
THE,100,"[(1025, 1282), (1022, 1318), (992, 1315), (995, 1279)]","{'Width': 33, 'Height': 39, 'Left': 992, 'Top': 1279}","(12.0, -0.1, 12.0, -0.1)",30.14962686,36.12478374,vertical,"(1008.5, 1298.5)","(1, 1)",992,1279.0,1.0
WHOLE,100,"[(1076, 1315), (1072, 1383), (1041, 1381), (1045, 1313)]","{'Width': 35, 'Height': 70, 'Left': 1041, 'Top': 1313}","(17.0, -0.065, 17.0, -0.065)",31.06444913,68.11754546,vertical,"(1058.5, 1348.0)","(1, 1)",1041,1313.0,1.0
THE,100,"[(1078, 1281), (1076, 1318), (1045, 1316), (1047, 1279)]","{'Width': 33, 'Height': 39, 'Left': 1045, 'Top': 1279}","(18.5, -0.065, 18.5, -0.065)",31.06444913,37.05401463,vertical,"(1061.5, 1298.5)","(1, 1)",1045,1279.0,1.0
C,100,"[(1070, 381), (1068, 400), (1046, 398), (1048, 379)]","{'Width': 24, 'Height': 21, 'Left': 1046, 'Top': 379}","(9.5, -0.091, 9.5, -0.091)",22.09072203,19.10497317,vertical,"(1058.0, 389.5)","(1, 1)",1046,379.0,1.0
Moon,100,"[(1078, 293), (1071, 367), (1049, 365), (1056, 291)]","{'Width': 29, 'Height': 76, 'Left': 1049, 'Top': 291}","(10.571, -0.091, 10.571, -0.091)",22.09072203,74.33034374,vertical,"(1063.5, 329.0)","(1, 1)",1049,291.0,1.0
Cicada,100,"[(1089, 182), (1080, 281), (1057, 279), (1066, 180)]","{'Width': 32, 'Height': 101, 'Left': 1057, 'Top': 180}","(11.0, -0.087, 11.0, -0.087)",23.08679276,99.40824915,vertical,"(1073.0, 230.5)","(1, 1)",1057,180.0,1.0
Full,100,"[(1094, 124), (1090, 173), (1067, 171), (1071, 122)]","{'Width': 27, 'Height': 51, 'Left': 1067, 'Top': 122}","(12.25, -0.087, 12.25, -0.087)",23.08679276,49.16299421,vertical,"(1080.5, 147.5)","(1, 1)",1067,122.0,1.0
C,100,"[(1139, 383), (1137, 402), (1115, 400), (1117, 381)]","{'Width': 24, 'Height': 21, 'Left': 1115, 'Top': 381}","(9.5, -0.091, 9.5, -0.091)",22.09072203,19.10497317,vertical,"(1127.0, 391.5)","(1, 1)",1115,381.0,1.0
Moon,100,"[(1148, 295), (1140, 372), (1118, 369), (1126, 293)]","{'Width': 30, 'Height': 79, 'Left': 1118, 'Top': 293}","(9.625, -0.136, 9.5, -0.091)",22.14716267,76.91718082,vertical,"(1133.0, 332.25)","(1, 1)",1118,293.0,1.0
Cicada,100,"[(1160, 184), (1150, 280), (1127, 278), (1137, 182)]","{'Width': 33, 'Height': 98, 'Left': 1127, 'Top': 182}","(9.6, -0.087, 9.6, -0.087)",23.08679276,96.5194281,vertical,"(1143.5, 231.0)","(1, 1)",1127,182.0,1.0
Full,100,"[(1166, 124), (1161, 174), (1138, 171), (1143, 122)]","{'Width': 28, 'Height': 52, 'Left': 1138, 'Top': 122}","(10.0, -0.13, 9.8, -0.087)",23.14080989,49.75190976,vertical,"(1152.0, 147.75)","(1, 1)",1138,122.0,1.0
EDGE,100,"[(1193, 934), (1189, 1004), (1153, 1002), (1157, 932)]","{'Width': 40, 'Height': 72, 'Left': 1153, 'Top': 932}","(17.5, -0.056, 17.5, -0.056)",36.05551275,70.11419257,vertical,"(1173.0, 968.0)","(1, 1)",1153,932.0,1.0
CANYON'S,100,"[(1201, 800), (1194, 928), (1157, 926), (1164, 798)]","{'Width': 44, 'Height': 130, 'Left': 1157, 'Top': 798}","(18.286, -0.054, 18.286, -0.054)",37.05401463,128.1912634,vertical,"(1179.0, 863.0)","(1, 1)",1157,798.0,1.0
THE,100,"[(1204, 740), (1201, 793), (1165, 791), (1168, 738)]","{'Width': 39, 'Height': 55, 'Left': 1165, 'Top': 738}","(17.667, -0.056, 17.667, -0.056)",36.05551275,53.08483776,vertical,"(1184.5, 765.5)","(1, 1)",1165,738.0,1.0
Moon,100,"[(1200, 321), (1193, 397), (1172, 395), (1179, 319)]","{'Width': 28, 'Height': 78, 'Left': 1172, 'Top': 319}","(10.857, -0.095, 10.857, -0.095)",21.09502311,76.32168761,vertical,"(1186.0, 358.0)","(1, 1)",1172,319.0,1.0
Cicada,100,"[(1211, 211), (1202, 308), (1181, 306), (1190, 209)]","{'Width': 30, 'Height': 99, 'Left': 1181, 'Top': 209}","(10.778, -0.095, 10.778, -0.095)",21.09502311,97.41663102,vertical,"(1196.0, 258.5)","(1, 1)",1181,209.0,1.0
Full,100,"[(1217, 151), (1212, 201), (1190, 199), (1195, 149)]","{'Width': 27, 'Height': 52, 'Left': 1190, 'Top': 149}","(10.0, -0.091, 10.0, -0.091)",22.09072203,50.24937811,vertical,"(1203.5, 175.0)","(1, 1)",1190,149.0,1.0
WHO,100,"[(1436, 1350), (1432, 1384), (1421, 1382), (1425, 1349)]","{'Width': 15, 'Height': 35, 'Left': 1421, 'Top': 1349}","(8.5, -0.182, 8.25, -0.091)",11.11285045,33.73801291,vertical,"(1428.5, 1366.25)","(1, 1)",1421,1349.0,1.0
BOY,100,"[(1440, 1318), (1436, 1347), (1425, 1345), (1429, 1317)]","{'Width': 15, 'Height': 30, 'Left': 1425, 'Top': 1317}","(7.25, -0.182, 7.0, -0.091)",11.11285045,28.77941679,vertical,"(1432.5, 1331.75)","(1, 1)",1425,1317.0,1.0
THE,100,"[(1444, 1288), (1441, 1315), (1430, 1313), (1433, 1287)]","{'Width': 14, 'Height': 28, 'Left': 1430, 'Top': 1287}","(9.0, -0.182, 8.667, -0.091)",11.11285045,26.66933004,vertical,"(1437.0, 1300.75)","(1, 1)",1430,1287.0,1.0
WIND,100,"[(1456, 1373), (1451, 1416), (1438, 1414), (1443, 1371)]","{'Width': 18, 'Height': 45, 'Left': 1438, 'Top': 1371}","(8.6, -0.154, 8.6, -0.154)",13.15294644,43.28972164,vertical,"(1447.0, 1393.5)","(1, 1)",1438,1371.0,1.0
THE,100,"[(1460, 1342), (1457, 1370), (1444, 1368), (1447, 1340)]","{'Width': 16, 'Height': 30, 'Left': 1444, 'Top': 1340}","(9.333, -0.154, 9.333, -0.154)",13.15294644,28.16025568,vertical,"(1452.0, 1355.0)","(1, 1)",1444,1340.0,1.0
HARNESSED,100,"[(1471, 1254), (1460, 1338), (1448, 1337), (1458, 1252)]","{'Width': 23, 'Height': 86, 'Left': 1448, 'Top': 1252}","(7.636, -0.083, 8.5, -0.154)",12.59727051,85.15169519,vertical,"(1459.25, 1295.25)","(1, 1)",1448,1252.0,1.0
WHO,100,"[(1474, 1348), (1469, 1385), (1458, 1383), (1462, 1347)]","{'Width': 16, 'Height': 38, 'Left': 1458, 'Top': 1347}","(7.4, -0.182, 9.0, -0.083)",11.61096723,36.77892498,vertical,"(1465.75, 1365.75)","(1, 1)",1458,1347.0,1.0
BOY,100,"[(1478, 1316), (1474, 1345), (1463, 1343), (1466, 1315)]","{'Width': 15, 'Height': 30, 'Left': 1463, 'Top': 1315}","(7.25, -0.182, 9.333, -0.083)",11.61096723,28.71740901,vertical,"(1470.25, 1329.75)","(1, 1)",1463,1315.0,1.0
DIE,100,"[(1482, 1286), (1479, 1314), (1467, 1312), (1470, 1285)]","{'Width': 15, 'Height': 29, 'Left': 1467, 'Top': 1285}","(9.333, -0.167, 9.0, -0.083)",12.10355982,27.66320555,vertical,"(1474.5, 1299.25)","(1, 1)",1467,1285.0,1.0
WIND,100,"[(1491, 1368), (1486, 1411), (1473, 1409), (1478, 1366)]","{'Width': 18, 'Height': 45, 'Left': 1473, 'Top': 1366}","(8.6, -0.154, 8.6, -0.154)",13.15294644,43.28972164,vertical,"(1482.0, 1388.5)","(1, 1)",1473,1366.0,1.0
THE,100,"[(1495, 1338), (1492, 1366), (1479, 1364), (1482, 1336)]","{'Width': 16, 'Height': 30, 'Left': 1479, 'Top': 1336}","(9.333, -0.154, 9.333, -0.154)",13.15294644,28.16025568,vertical,"(1487.0, 1351.0)","(1, 1)",1479,1336.0,1.0
HARNESSED,100,"[(1506, 1250), (1496, 1333), (1483, 1332), (1493, 1248)]","{'Width': 23, 'Height': 85, 'Left': 1483, 'Top': 1248}","(8.3, -0.077, 8.4, -0.154)",13.09567562,84.09669158,vertical,"(1494.5, 1290.75)","(1, 1)",1483,1248.0,1.0
WHO,100,"[(1508, 1342), (1504, 1378), (1493, 1377), (1497, 1341)]","{'Width': 15, 'Height': 37, 'Left': 1493, 'Top': 1341}","(9.0, -0.091, 9.0, -0.091)",11.04536102,36.22154055,vertical,"(1500.5, 1359.5)","(1, 1)",1493,1341.0,1.0
BOY,100,"[(1511, 1313), (1508, 1342), (1498, 1341), (1501, 1312)]","{'Width': 13, 'Height': 30, 'Left': 1498, 'Top': 1312}","(9.667, -0.1, 9.667, -0.1)",10.04987562,29.15475947,vertical,"(1504.5, 1327.0)","(1, 1)",1498,1312.0,1.0
THE,100,"[(1515, 1281), (1512, 1309), (1502, 1308), (1505, 1280)]","{'Width': 13, 'Height': 29, 'Left': 1502, 'Top': 1280}","(9.333, -0.1, 9.333, -0.1)",10.04987562,28.16025568,vertical,"(1508.5, 1294.5)","(1, 1)",1502,1280.0,1.0
EVERY,100,"[(306, 331), (404, 333), (404, 358), (306, 356)]","{'Width': 98, 'Height': 27, 'Left': 306, 'Top': 331}","(-0.02, 1000.0, -0.02, 1000.0)",25.0,98.02040604,horizontal,"(355.0, 344.5)","(2, 0)",306,331.0,1.0
EVERY,100,"[(307, 388), (408, 390), (408, 417), (307, 415)]","{'Width': 101, 'Height': 29, 'Left': 307, 'Top': 388}","(-0.02, 1000.0, -0.02, 1000.0)",27.0,101.0198,horizontal,"(357.5, 402.5)","(2, 0)",307,388.0,1.0
EVERY,100,"[(312, 218), (415, 220), (414, 248), (311, 246)]","{'Width': 104, 'Height': 30, 'Left': 311, 'Top': 218}","(-0.019, 28.0, -0.019, 28.0)",28.01785145,103.0194156,horizontal,"(363.0, 233.0)","(2, 0)",311,218.0,1.0
EVERY,100,"[(313, 274), (414, 276), (413, 304), (312, 302)]","{'Width': 102, 'Height': 30, 'Left': 312, 'Top': 274}","(-0.02, 28.0, -0.02, 28.0)",28.01785145,101.0198,horizontal,"(363.0, 289.0)","(2, 0)",312,274.0,1.0
EVERY,100,"[(313, 48), (414, 49), (414, 74), (313, 73)]","{'Width': 101, 'Height': 26, 'Left': 313, 'Top': 48}","(-0.01, 1000.0, -0.01, 1000.0)",25.0,101.0049504,horizontal,"(363.5, 61.0)","(2, 0)",313,48.0,1.0
EVERY,100,"[(314, 161), (414, 163), (414, 191), (314, 189)]","{'Width': 100, 'Height': 30, 'Left': 314, 'Top': 161}","(-0.02, 1000.0, -0.02, 1000.0)",28.0,100.019998,horizontal,"(364.0, 176.0)","(2, 0)",314,161.0,1.0
EVERY,100,"[(316, 103), (415, 105), (415, 131), (316, 129)]","{'Width': 99, 'Height': 28, 'Left': 316, 'Top': 103}","(-0.02, 1000.0, -0.02, 1000.0)",26.0,99.02019996,horizontal,"(365.5, 117.0)","(2, 0)",316,103.0,1.0
HIDDEN,100,"[(413, 333), (535, 335), (535, 360), (413, 358)]","{'Width': 122, 'Height': 27, 'Left': 413, 'Top': 333}","(-0.016, 1000.0, -0.016, 1000.0)",25.0,122.0163923,horizontal,"(474.0, 346.5)","(2, 0)",413,333.0,1.0
HIDDEN,100,"[(413, 390), (535, 392), (535, 419), (413, 417)]","{'Width': 122, 'Height': 29, 'Left': 413, 'Top': 390}","(-0.016, 1000.0, -0.016, 1000.0)",27.0,122.0163923,horizontal,"(474.0, 404.5)","(2, 0)",413,390.0,1.0
HIDDEN,100,"[(420, 220), (542, 222), (541, 250), (419, 248)]","{'Width': 123, 'Height': 30, 'Left': 419, 'Top': 220}","(-0.016, 28.0, -0.016, 28.0)",28.01785145,122.0163923,horizontal,"(480.5, 235.0)","(2, 0)",419,220.0,1.0
HIDDEN,100,"[(421, 277), (542, 280), (541, 307), (420, 304)]","{'Width': 122, 'Height': 30, 'Left': 420, 'Top': 277}","(-0.025, 27.0, -0.025, 27.0)",27.01851217,121.0371844,horizontal,"(481.0, 292.0)","(2, 0)",420,277.0,1.0
HIDDEN,100,"[(421, 163), (543, 165), (543, 192), (421, 190)]","{'Width': 122, 'Height': 29, 'Left': 421, 'Top': 163}","(-0.016, 1000.0, -0.016, 1000.0)",27.0,122.0163923,horizontal,"(482.0, 177.5)","(2, 0)",421,163.0,1.0
HIDDEN,100,"[(423, 50), (546, 52), (546, 76), (423, 74)]","{'Width': 123, 'Height': 26, 'Left': 423, 'Top': 50}","(-0.016, 1000.0, -0.016, 1000.0)",24.0,123.0162591,horizontal,"(484.5, 63.0)","(2, 0)",423,50.0,1.0
HIDDEN,100,"[(423, 105), (547, 107), (547, 133), (423, 131)]","{'Width': 124, 'Height': 28, 'Left': 423, 'Top': 105}","(-0.016, 1000.0, -0.016, 1000.0)",26.0,124.016128,horizontal,"(485.0, 119.0)","(2, 0)",423,105.0,1.0
THING,100,"[(543, 392), (641, 394), (641, 421), (543, 419)]","{'Width': 98, 'Height': 29, 'Left': 543, 'Top': 392}","(-0.02, 1000.0, -0.02, 1000.0)",27.0,98.02040604,horizontal,"(592.0, 406.5)","(2, 0)",543,392.0,1.0
THING,100,"[(545, 335), (642, 337), (642, 362), (545, 360)]","{'Width': 97, 'Height': 27, 'Left': 545, 'Top': 335}","(-0.021, 1000.0, -0.021, 1000.0)",25.0,97.02061637,horizontal,"(593.5, 348.5)","(2, 0)",545,335.0,1.0
THING,100,"[(551, 223), (649, 225), (648, 252), (551, 250)]","{'Width': 98, 'Height': 29, 'Left': 551, 'Top': 223}","(-0.02, 27.0, -0.021, 1000.0)",27.00925609,97.5205112,horizontal,"(599.75, 237.5)","(2, 0)",551,223.0,1.0
THING,100,"[(552, 280), (650, 282), (649, 310), (551, 308)]","{'Width': 99, 'Height': 30, 'Left': 551, 'Top': 280}","(-0.02, 28.0, -0.02, 28.0)",28.01785145,98.02040604,horizontal,"(600.5, 295.0)","(2, 0)",551,280.0,1.0
THING,100,"[(553, 165), (651, 166), (651, 193), (553, 192)]","{'Width': 98, 'Height': 28, 'Left': 553, 'Top': 165}","(-0.01, 1000.0, -0.01, 1000.0)",27.0,98.00510191,horizontal,"(602.0, 179.0)","(2, 0)",553,165.0,1.0
THING,100,"[(555, 107), (653, 109), (653, 135), (555, 133)]","{'Width': 98, 'Height': 28, 'Left': 555, 'Top': 107}","(-0.02, 1000.0, -0.02, 1000.0)",26.0,98.02040604,horizontal,"(604.0, 121.0)","(2, 0)",555,107.0,1.0
THING,100,"[(556, 51), (654, 52), (654, 77), (556, 76)]","{'Width': 98, 'Height': 26, 'Left': 556, 'Top': 51}","(-0.01, 1000.0, -0.01, 1000.0)",25.0,98.00510191,horizontal,"(605.0, 64.0)","(2, 0)",556,51.0,1.0
:,100,"[(641, 337), (656, 337), (656, 361), (641, 361)]","{'Width': 15, 'Height': 24, 'Left': 641, 'Top': 337}","(-0.0, 1000.0, 0.0, 1000.0)",24.0,15,horizontal,"(648.5, 349.0)","(2, 0)",641,337.0,1.0
:,100,"[(650, 282), (664, 282), (663, 309), (649, 309)]","{'Width': 15, 'Height': 27, 'Left': 649, 'Top': 282}","(-0.0, 27.0, 0.0, 27.0)",27.01851217,14,horizontal,"(656.5, 295.5)","(2, 0)",649,282.0,1.0
ANDERSON,100,"[(700, 409), (784, 410), (784, 422), (700, 421)]","{'Width': 84, 'Height': 13, 'Left': 700, 'Top': 409}","(-0.012, 1000.0, -0.012, 1000.0)",12.0,84.00595217,horizontal,"(742.0, 415.5)","(2, 0)",700,409.0,1.0
NATALIE,100,"[(701, 392), (765, 393), (765, 404), (701, 403)]","{'Width': 64, 'Height': 12, 'Left': 701, 'Top': 392}","(-0.016, 1000.0, -0.016, 1000.0)",11.0,64.00781202,horizontal,"(733.0, 398.0)","(2, 0)",701,392.0,1.0
NATALIE,100,"[(708, 324), (773, 326), (773, 337), (708, 335)]","{'Width': 65, 'Height': 13, 'Left': 708, 'Top': 324}","(-0.031, 1000.0, -0.031, 1000.0)",11.0,65.03076195,horizontal,"(740.5, 330.5)","(2, 0)",708,324.0,1.0
ANDERSON,100,"[(708, 340), (791, 342), (791, 354), (708, 352)]","{'Width': 83, 'Height': 14, 'Left': 708, 'Top': 340}","(-0.024, 1000.0, -0.024, 1000.0)",12.0,83.02409289,horizontal,"(749.5, 347.0)","(2, 0)",708,340.0,1.0
NATALIE,100,"[(711, 259), (777, 260), (777, 272), (711, 271)]","{'Width': 66, 'Height': 13, 'Left': 711, 'Top': 259}","(-0.015, 1000.0, -0.015, 1000.0)",12.0,66.00757532,horizontal,"(744.0, 265.5)","(2, 0)",711,259.0,1.0
NATALIS,100,"[(715, 192), (779, 194), (778, 207), (715, 205)]","{'Width': 64, 'Height': 15, 'Left': 715, 'Top': 192}","(-0.031, 13.0, -0.032, 1000.0)",13.01920241,63.53149021,horizontal,"(746.75, 199.5)","(2, 0)",715,192.0,1.0
ANDERSON,100,"[(715, 209), (798, 211), (798, 221), (715, 219)]","{'Width': 83, 'Height': 12, 'Left': 715, 'Top': 209}","(-0.024, 1000.0, -0.024, 1000.0)",10.0,83.02409289,horizontal,"(756.5, 215.0)","(2, 0)",715,209.0,1.0
NATALIC,100,"[(717, 122), (781, 124), (781, 136), (717, 134)]","{'Width': 64, 'Height': 14, 'Left': 717, 'Top': 122}","(-0.031, 1000.0, -0.031, 1000.0)",12.0,64.03124237,horizontal,"(749.0, 129.0)","(2, 0)",717,122.0,1.0
ANDERSON,100,"[(717, 275), (794, 276), (794, 287), (717, 286)]","{'Width': 77, 'Height': 12, 'Left': 717, 'Top': 275}","(-0.013, 1000.0, -0.013, 1000.0)",11.0,77.00649323,horizontal,"(755.5, 281.0)","(2, 0)",717,275.0,1.0
ANDERSON,100,"[(718, 137), (801, 141), (800, 152), (718, 148)]","{'Width': 83, 'Height': 15, 'Left': 718, 'Top': 137}","(-0.048, 11.0, -0.049, 1000.0)",11.02268051,82.59691632,horizontal,"(759.25, 144.5)","(2, 0)",718,137.0,1.0
NATALIE,100,"[(719, 46), (785, 48), (785, 61), (719, 59)]","{'Width': 66, 'Height': 15, 'Left': 719, 'Top': 46}","(-0.03, 1000.0, -0.03, 1000.0)",13.0,66.03029608,horizontal,"(752.0, 53.5)","(2, 0)",719,46.0,1.0
ANDERSON,100,"[(719, 63), (803, 66), (802, 77), (719, 74)]","{'Width': 84, 'Height': 14, 'Left': 719, 'Top': 63}","(-0.036, 11.0, -0.036, 1000.0)",11.02268051,83.55387676,horizontal,"(760.75, 70.0)","(2, 0)",719,63.0,1.0
C.,100,"[(767, 394), (786, 394), (786, 404), (767, 404)]","{'Width': 19, 'Height': 10, 'Left': 767, 'Top': 394}","(-0.0, 1000.0, 0.0, 1000.0)",10.0,19,horizontal,"(776.5, 399.0)","(2, 0)",767,394.0,1.0
C.,100,"[(776, 327), (793, 328), (793, 338), (776, 337)]","{'Width': 17, 'Height': 11, 'Left': 776, 'Top': 327}","(-0.059, 1000.0, -0.059, 1000.0)",10.0,17.02938637,horizontal,"(784.5, 332.5)","(2, 0)",776,327.0,1.0
C.,100,"[(780, 261), (796, 261), (796, 272), (780, 272)]","{'Width': 16, 'Height': 11, 'Left': 780, 'Top': 261}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,16,horizontal,"(788.0, 266.5)","(2, 0)",780,261.0,1.0
C.,100,"[(783, 195), (799, 196), (799, 208), (783, 207)]","{'Width': 16, 'Height': 13, 'Left': 783, 'Top': 195}","(-0.062, 1000.0, -0.062, 1000.0)",12.0,16.03121954,horizontal,"(791.0, 201.5)","(2, 0)",783,195.0,1.0
C,100,"[(786, 125), (796, 125), (796, 136), (786, 136)]","{'Width': 10, 'Height': 11, 'Left': 786, 'Top': 125}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,10,horizontal,"(791.0, 130.5)","(2, 0)",786,125.0,1.0
C,100,"[(788, 48), (798, 48), (798, 60), (788, 60)]","{'Width': 10, 'Height': 12, 'Left': 788, 'Top': 48}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,10,horizontal,"(793.0, 54.0)","(2, 0)",788,48.0,1.0
CITY,100,"[(834, 391), (889, 391), (889, 410), (834, 410)]","{'Width': 55, 'Height': 19, 'Left': 834, 'Top': 391}","(-0.0, 1000.0, 0.0, 1000.0)",19.0,55,horizontal,"(861.5, 400.5)","(2, 0)",834,391.0,1.0
&,100,"[(834, 413), (850, 413), (850, 428), (834, 428)]","{'Width': 16, 'Height': 15, 'Left': 834, 'Top': 413}","(-0.0, 1000.0, 0.0, 1000.0)",15.0,16,horizontal,"(842.0, 420.5)","(2, 0)",834,413.0,1.0
CITY,100,"[(842, 325), (896, 326), (896, 343), (842, 342)]","{'Width': 54, 'Height': 18, 'Left': 842, 'Top': 325}","(-0.019, 1000.0, -0.019, 1000.0)",17.0,54.00925847,horizontal,"(869.0, 334.0)","(2, 0)",842,325.0,1.0
&,100,"[(842, 345), (857, 345), (857, 359), (842, 359)]","{'Width': 15, 'Height': 14, 'Left': 842, 'Top': 345}","(-0.0, 1000.0, 0.0, 1000.0)",14.0,15,horizontal,"(849.5, 352.0)","(2, 0)",842,345.0,1.0
CITY,100,"[(846, 260), (900, 261), (900, 278), (846, 277)]","{'Width': 54, 'Height': 18, 'Left': 846, 'Top': 260}","(-0.019, 1000.0, -0.019, 1000.0)",17.0,54.00925847,horizontal,"(873.0, 269.0)","(2, 0)",846,260.0,1.0
&,100,"[(846, 281), (862, 281), (862, 294), (846, 294)]","{'Width': 16, 'Height': 13, 'Left': 846, 'Top': 281}","(-0.0, 1000.0, 0.0, 1000.0)",13.0,16,horizontal,"(854.0, 287.5)","(2, 0)",846,281.0,1.0
